"id","name","code","iso_code","direction","grouping","decimal_point","thousands_sep","date_format","time_format","week_start"
"base.lang_es_HN","Español (HN)","es_HN","es_HN","Left-to-Right","[3,0]",".",",","%m/%d/%Y","%H:%M:%S","7"
